cluster_id,catalog,ra_deg,dec_deg,z,M500c_Msun,M500c_method,R500c_Mpc,TX_keV,Mgas_Msun,Y500_arcmin2,ICM_proxy_type,Ethermal_c2_Msun,dynamical_state,merger_exclusion_flag,merger_exclusion_reason,source_url
J0337.0-3949,MCXC-I,54.24999999999999,-39.82,0.103,1.6881e+14,X-ray_Lx_scaling,0.8131,,,0.005313389,Y_SZ_derived_LCDM,480167431.10855216,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0337.7-2522,MCXC-I,54.43708333333333,-25.3775,0.585,1.038e+14,X-ray_Lx_scaling,0.5773,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0338.1-2256,MCXC-I,54.549166666666665,-22.94,0.173,6.947e+13,X-ray_Lx_scaling,0.5906,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0338.4-3526,MCXC-I,54.616249999999994,-35.44833333333333,0.0051,1.855e+13,X-ray_Lx_scaling,0.4017,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0338.6+0958,MCXC-I,54.669999999999995,9.974444444444444,0.0347,3.4496e+14,X-ray_Lx_scaling,1.0547,,,0.013882285,Y_SZ_derived_LCDM,167261325.79582918,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0339.4-3313,MCXC-I,54.851249999999986,-33.219166666666666,0.269,1.7212e+14,X-ray_Lx_scaling,0.7721,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0340.1-5503,MCXC-I,55.03583333333333,-55.053888888888885,0.0464,6.987e+13,X-ray_Lx_scaling,0.6171,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0340.1-1835,MCXC-I,55.04749999999999,-18.5875,0.0056,5.68e+12,X-ray_Lx_scaling,0.2707,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0340.4-2840,MCXC-I,55.11333333333333,-28.672222222222224,0.068,9.209e+13,X-ray_Lx_scaling,0.672,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0340.6-0239,MCXC-I,55.17416666666666,-2.665833333333333,0.0352,7.946e+13,X-ray_Lx_scaling,0.6464,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0340.8-4542,MCXC-I,55.20541666666666,-45.70527777777778,0.0698,1.2015001e+14,X-ray_Lx_scaling,0.7339,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0340.8-2823,MCXC-I,55.214999999999996,-28.38611111111111,0.346,2.1352e+14,X-ray_Lx_scaling,0.806,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0341.2+1524,MCXC-I,55.32041666666667,15.4075,0.0311,1.1301e+14,X-ray_Lx_scaling,0.7279,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0341.9-4500,MCXC-I,55.48791666666666,-45.003055555555555,0.408,4.727e+13,X-ray_Lx_scaling,0.4761,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0342.8-5338,MCXC-I,55.72458333333333,-53.63527777777778,0.059,3.6513e+14,X-ray_Lx_scaling,1.0667,,,0.019268711,Y_SZ_derived_LCDM,633291601.994904,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0345.7-4112,MCXC-I,56.440416666666664,-41.2075,0.0603,1.26989994e+14,X-ray_Lx_scaling,0.7498,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0345.9-2416,MCXC-I,56.48333333333333,-24.280277777777776,0.1057,2.3970001e+14,X-ray_Lx_scaling,0.9131,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0346.1-5702,MCXC-I,56.53999999999999,-57.05,0.057,1.3469e+14,X-ray_Lx_scaling,0.7655,,,0.009818279000000001,Y_SZ_derived_LCDM,302617178.655438,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0347.0-2900,MCXC-I,56.750833333333325,-29.003611111111113,0.1419,2.8018001e+14,X-ray_Lx_scaling,0.9502,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0348.1-1201,MCXC-I,57.03624999999999,-12.026111111111112,0.488,1.5331e+14,X-ray_Lx_scaling,0.6831,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0348.3-3328,MCXC-I,57.09333333333332,-33.475833333333334,0.165,1.9055e+14,X-ray_Lx_scaling,0.829,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0350.7-3801,MCXC-I,57.682916666666664,-38.02361111111111,0.363,2.1178e+14,X-ray_Lx_scaling,0.7986,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0351.1-8212,MCXC-I,57.78708333333333,-82.21666666666667,0.0613,2.1924e+14,X-ray_Lx_scaling,0.8992,,,0.005029381,Y_SZ_derived_LCDM,177465970.34898213,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0351.6-3649,MCXC-I,57.90749999999999,-36.830555555555556,0.372,1.1117999e+14,X-ray_Lx_scaling,0.642,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0352.3-5453,MCXC-I,58.08624999999999,-54.88583333333333,0.0447,6.806e+13,X-ray_Lx_scaling,0.6121,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0352.4-7401,MCXC-I,58.12291666666666,-74.03083333333333,0.127,3.092e+14,X-ray_Lx_scaling,0.9869,,,0.00984006,Y_SZ_derived_LCDM,1279599796.327939,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0352.9+1941,MCXC-I,58.24916666666666,19.689444444444444,0.1085,3.0843e+14,X-ray_Lx_scaling,0.9922,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0354.5-4233,MCXC-I,58.644166666666656,-42.55916666666666,0.224,1.03289996e+14,X-ray_Lx_scaling,0.662,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0354.5-3745,MCXC-I,58.647499999999994,-37.75555555555555,0.251,4.4584e+14,X-ray_Lx_scaling,1.0673,,,0.001533596,Y_SZ_derived_LCDM,593297539.9383609,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0355.4-3634,MCXC-I,58.87458333333332,-36.5675,0.32,4.0532e+14,X-ray_Lx_scaling,1.0079,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0355.9-3741,MCXC-I,58.99708333333332,-37.69611111111111,0.473,2.7494e+14,X-ray_Lx_scaling,0.8349,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0358.9-2955,MCXC-I,59.72666666666666,-29.925555555555558,0.425,8.9001e+14,X-ray_Lx_scaling,1.2584,,,0.0028202270000000002,Y_SZ_derived_LCDM,2196706321.601617,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0359.1-0320,MCXC-I,59.78833333333333,-3.341111111111111,0.122,2.1645e+14,X-ray_Lx_scaling,0.8778,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0404.6+1109,MCXC-I,61.15583333333332,11.165833333333333,0.3548,4.9889998e+14,X-ray_Lx_scaling,1.066,,,0.005149907,Y_SZ_derived_LCDM,3212375886.675638,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0405.4-4100,MCXC-I,61.35124999999999,-41.00416666666667,0.686,2.5714e+14,X-ray_Lx_scaling,0.7502,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0406.7-7116,MCXC-I,61.690833333333316,-71.275,0.229,2.0420001e+14,X-ray_Lx_scaling,0.8293,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0408.2-3053,MCXC-I,62.0675,-30.894444444444446,0.06,1.5303e+14,X-ray_Lx_scaling,0.798,,,0.004979019,Y_SZ_derived_LCDM,168835421.1401815,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0413.4+1028,MCXC-I,63.35666666666667,10.466944444444444,0.0882,6.424e+14,X-ray_Lx_scaling,1.2756,,,0.014799759000000001,Y_SZ_derived_LCDM,1014933273.4540101,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0413.9-3805,MCXC-I,63.48791666666667,-38.1,0.0501,1.6249e+14,X-ray_Lx_scaling,0.8167,,,0.0039539200000000005,Y_SZ_derived_LCDM,95707121.75950505,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0416.7-5525,MCXC-I,64.18708333333333,-55.41888888888889,0.365,1.21360005e+14,X-ray_Lx_scaling,0.6629,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0417.4-4512,MCXC-I,64.35749999999999,-45.20777777777778,0.213,1.6298e+14,X-ray_Lx_scaling,0.7737,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0417.5-1154,MCXC-I,64.39291666666665,-11.9075,0.443,2.21e+15,X-ray_Lx_scaling,1.69,,,0.003648788,Y_SZ_derived_LCDM,2982028878.744167,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0419.6+0224,MCXC-I,64.9075,2.4138888888888888,0.0131,7.0310003e+13,X-ray_Lx_scaling,0.6248,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0420.1-3838,MCXC-I,65.02541666666666,-38.634166666666665,0.35,1.4331e+14,X-ray_Lx_scaling,0.7046,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0420.7-3841,MCXC-I,65.18624999999999,-38.69916666666666,0.225,7.1539995e+13,X-ray_Lx_scaling,0.5855,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0421.0-4629,MCXC-I,65.26458333333332,-46.49277777777778,0.131,7.635e+13,X-ray_Lx_scaling,0.6183,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0422.4-5009,MCXC-I,65.61999999999999,-50.150277777777774,0.0901,5.2770002e+13,X-ray_Lx_scaling,0.5542,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0425.8-0833,MCXC-I,66.46416666666667,-8.559166666666668,0.0397,2.0861002e+14,X-ray_Lx_scaling,0.8905,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0426.1+1655,MCXC-I,66.53083333333333,16.92,0.38,2.9084002e+14,X-ray_Lx_scaling,0.882,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0428.7-3805,MCXC-I,67.17666666666666,-38.09638888888889,0.154,6.789e+13,X-ray_Lx_scaling,0.5899,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0429.1-5350,MCXC-I,67.2825,-53.847500000000004,0.04,6.376e+13,X-ray_Lx_scaling,0.5998,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0429.5-0253,MCXC-I,67.39999999999999,-2.885,0.399,6.0882e+14,X-ray_Lx_scaling,1.12,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0431.4-6126,MCXC-I,67.85041666666666,-61.443888888888885,0.0589,4.5578998e+14,X-ray_Lx_scaling,1.1485,,,0.042656928999999996,Y_SZ_derived_LCDM,1397559173.3569086,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0433.6-1315,MCXC-I,68.40999999999998,-13.259166666666667,0.0326,2.9118e+14,X-ray_Lx_scaling,0.9974,,,0.014307117,Y_SZ_derived_LCDM,152919245.64886177,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0434.2-0831,MCXC-I,68.56541666666665,-8.52138888888889,0.24,6.0909997e+13,X-ray_Lx_scaling,0.5519,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0436.7+1003,MCXC-I,69.17958333333331,10.060555555555556,0.159,2.9567e+14,X-ray_Lx_scaling,0.9617,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0437.1-2027,MCXC-I,69.28,-20.45722222222222,0.155,2.7551999e+14,X-ray_Lx_scaling,0.9406,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0437.1+0043,MCXC-I,69.29208333333334,0.7272222222222222,0.2842,5.9496e+14,X-ray_Lx_scaling,1.1608,,,0.001614767,Y_SZ_derived_LCDM,746859877.9819951,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0438.9-2206,MCXC-I,69.72791666666664,-22.113611111111112,0.067,1.5091e+14,X-ray_Lx_scaling,0.7925,,,0.002659102,Y_SZ_derived_LCDM,110589053.54730628,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0439.0+0715,MCXC-I,69.75291666666666,7.2625,0.245,5.6202003e+14,X-ray_Lx_scaling,1.1555,,,0.001529517,Y_SZ_derived_LCDM,571003966.046715,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0439.0+0520,MCXC-I,69.75999999999999,5.3438888888888885,0.208,4.6097e+14,X-ray_Lx_scaling,1.0961,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0443.1+0210,MCXC-I,70.79124999999999,2.1719444444444442,0.19,2.8016e+14,X-ray_Lx_scaling,0.9344,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0445.1-1551,MCXC-I,71.29166666666667,-15.850277777777777,0.036,8.642e+13,X-ray_Lx_scaling,0.6646,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0446.6-0421,MCXC-I,71.65833333333332,-4.350555555555555,0.177,1.7279e+14,X-ray_Lx_scaling,0.799,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0448.0+1037,MCXC-I,72.00166666666665,10.618333333333334,0.094,1.2183e+14,X-ray_Lx_scaling,0.7315,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0448.2-2028,MCXC-I,72.05083333333332,-20.46972222222222,0.072,1.9513001e+14,X-ray_Lx_scaling,0.862,,,0.007509564000000001,Y_SZ_derived_LCDM,356443903.9669076,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0448.2+0953,MCXC-I,72.05416666666665,9.889999999999999,0.154,2.9287e+14,X-ray_Lx_scaling,0.9603,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0449.9-4440,MCXC-I,72.47999999999999,-44.67805555555555,0.1501,3.2382e+14,X-ray_Lx_scaling,0.9944,,,0.003699678,Y_SZ_derived_LCDM,637868592.2860206,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0450.0+4501,MCXC-I,72.51458333333332,45.024166666666666,0.022,1.8897e+14,X-ray_Lx_scaling,0.8664,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0451.5-5557,MCXC-I,72.89916666666666,-55.95388888888889,0.094,8.073e+13,X-ray_Lx_scaling,0.6377,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0451.9+0006,MCXC-I,72.97666666666666,0.10527777777777779,0.43,4.1001e+14,X-ray_Lx_scaling,0.97,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0454.1-1014,MCXC-I,73.53791666666666,-10.23861111111111,0.2475,5.8186996e+14,X-ray_Lx_scaling,1.1679,,,0.002505068,Y_SZ_derived_LCDM,949320225.2767707,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0454.1+0255,MCXC-I,73.54583333333332,2.9180555555555556,0.203,6.4364e+14,X-ray_Lx_scaling,1.2273,,,0.005691766,Y_SZ_derived_LCDM,1596850627.9793503,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0454.1-0300,MCXC-I,73.54625,-3.015,0.5377,7.1338e+14,X-ray_Lx_scaling,1.1183,,,0.001380477,Y_SZ_derived_LCDM,1389811856.8427887,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0454.3-0239,MCXC-I,73.58208333333333,-2.6638888888888888,0.26,1.5539e+14,X-ray_Lx_scaling,0.7487,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0454.8-1806,MCXC-I,73.70958333333333,-18.109166666666667,0.0335,6.194e+13,X-ray_Lx_scaling,0.5952,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0458.9-0029,MCXC-I,74.72958333333334,-0.4891666666666667,0.015,1.14e+13,X-ray_Lx_scaling,0.3405,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0459.1+0846,MCXC-I,74.77583333333332,8.780277777777778,0.1034,1.7985e+14,X-ray_Lx_scaling,0.8303,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0500.7-3840,MCXC-I,75.19375,-38.67805555555555,0.0536,1.2705e+14,X-ray_Lx_scaling,0.7515,,,0.007986777,Y_SZ_derived_LCDM,219442216.63938537,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0501.3-0332,MCXC-I,75.33083333333332,-3.5425,0.0913,1.6461999e+14,X-ray_Lx_scaling,0.8094,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0501.6+0110,MCXC-I,75.41291666666665,1.175,0.1248,2.5179e+14,X-ray_Lx_scaling,0.9223,,,0.0037399840000000005,Y_SZ_derived_LCDM,472000395.8093904,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0503.1+0607,MCXC-I,75.77999999999999,6.127222222222222,0.088,1.8817e+14,X-ray_Lx_scaling,0.8472,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0505.3-2849,MCXC-I,76.33291666666666,-28.818055555555556,0.509,1.5420001e+14,X-ray_Lx_scaling,0.6788,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0505.9-2826,MCXC-I,76.49249999999999,-28.433888888888887,0.131,4.435e+13,X-ray_Lx_scaling,0.5159,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0506.0-2840,MCXC-I,76.51666666666665,-28.680555555555557,0.136,5.651e+13,X-ray_Lx_scaling,0.5583,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0506.9+0257,MCXC-I,76.72541666666666,2.9522222222222223,0.1475,1.711e+14,X-ray_Lx_scaling,0.8046,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0507.6-0238,MCXC-I,76.89999999999998,-2.64,0.1241,2.0866001e+14,X-ray_Lx_scaling,0.8665,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0507.7-0915,MCXC-I,76.94041666666665,-9.254444444444445,0.0398,7.0450005e+13,X-ray_Lx_scaling,0.6201,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0509.7-0836,MCXC-I,77.43083333333333,-8.611388888888888,0.125,5.1279997e+13,X-ray_Lx_scaling,0.5426,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0510.2-4519,MCXC-I,77.5575,-45.321111111111115,0.2,4.6483e+14,X-ray_Lx_scaling,1.1023,,,0.004839859,Y_SZ_derived_LCDM,1326653836.8234057,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0510.7-0801,MCXC-I,77.68625,-8.018333333333334,0.2195,6.0827e+14,X-ray_Lx_scaling,1.1974,,,0.004239607,Y_SZ_derived_LCDM,1341790646.4460008,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0514.6-4903,MCXC-I,78.65124999999999,-49.055,0.0912,1.6483e+14,X-ray_Lx_scaling,0.8098,,,0.0037629190000000004,Y_SZ_derived_LCDM,273986499.9444214,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0515.3+5845,MCXC-I,78.83541666666665,58.76638888888889,0.1203,3.1584998e+14,X-ray_Lx_scaling,0.9961,,,0.010171752,Y_SZ_derived_LCDM,1205111588.2802658,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0516.3+1712,MCXC-I,79.08583333333333,17.209166666666665,0.115,4.2315e+14,X-ray_Lx_scaling,1.1001,,,0.010925912000000001,Y_SZ_derived_LCDM,1197341692.4976988,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0516.6+0626,MCXC-I,79.15541666666665,6.437777777777778,0.0284,1.3731e+14,X-ray_Lx_scaling,0.7773,,,0.00846673,Y_SZ_derived_LCDM,69380063.15456629,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0516.6-5430,MCXC-I,79.15833333333332,-54.51416666666667,0.2952,7.7238e+14,X-ray_Lx_scaling,1.2612,,,0.005295809,Y_SZ_derived_LCDM,2582916613.3567443,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0516.9+2925,MCXC-I,79.24333333333333,29.420555555555556,0.13,3.0614e+14,X-ray_Lx_scaling,0.9826,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0520.7-1328,MCXC-I,80.17583333333333,-13.479722222222222,0.336,6.3e+14,X-ray_Lx_scaling,1.16,,,0.001685139,Y_SZ_derived_LCDM,979235022.6487434,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0521.1-2530,MCXC-I,80.29374999999999,-25.51,0.581,2.4556999e+14,X-ray_Lx_scaling,0.7704,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0521.4-4049,MCXC-I,80.37333333333332,-40.82472222222223,0.0756,1.4667e+14,X-ray_Lx_scaling,0.7828,,,0.0030213230000000002,Y_SZ_derived_LCDM,156775684.17830303,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0522.2-3624,MCXC-I,80.55749999999999,-36.41361111111111,0.472,2.1027999e+14,X-ray_Lx_scaling,0.7638,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0522.7+2806,MCXC-I,80.69874999999999,28.10888888888889,0.058,1.9868e+14,X-ray_Lx_scaling,0.8711,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0524.4+0819,MCXC-I,81.11458333333333,8.328888888888889,0.068,2.0256e+14,X-ray_Lx_scaling,0.8739,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0525.5-3135,MCXC-I,81.38666666666667,-31.595555555555553,0.038,1.0913e+14,X-ray_Lx_scaling,0.7179,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0525.8-4715,MCXC-I,81.46499999999999,-47.25055555555556,0.1913,3.8004998e+14,X-ray_Lx_scaling,1.0339,,,0.001515859,Y_SZ_derived_LCDM,387449879.0097812,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0527.2+0413,MCXC-I,81.80708333333332,4.2186111111111115,0.151,3.1041e+14,X-ray_Lx_scaling,0.9801,,,0.007208323,Y_SZ_derived_LCDM,1255212460.6195924,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0528.2-2942,MCXC-I,82.06416666666665,-29.715833333333332,0.1582,3.0392e+14,X-ray_Lx_scaling,0.9708,,,0.0015545119999999999,Y_SZ_derived_LCDM,292373595.87786126,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0528.6-3251,MCXC-I,82.16708333333332,-32.85805555555556,0.273,1.2642e+14,X-ray_Lx_scaling,0.6956,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0528.9-3927,MCXC-I,82.23458333333332,-39.46277777777778,0.2839,7.5474e+14,X-ray_Lx_scaling,1.2568,,,0.00287512,Y_SZ_derived_LCDM,1327821188.844803,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0529.6-5848,MCXC-I,82.40999999999998,-58.80277777777778,0.466,1.0624e+14,X-ray_Lx_scaling,0.6098,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0530.5-5851,MCXC-I,82.62958333333333,-58.859722222222224,0.338,7.0310003e+13,X-ray_Lx_scaling,0.5583,,,,not_available,,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
J0530.6-2226,MCXC-I,82.65999999999998,-22.448333333333334,0.1706,4.2146e+14,X-ray_Lx_scaling,1.078,,,0.001395105,Y_SZ_derived_LCDM,296832552.5031529,unknown,False,,https://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/534/A109
