cluster_id,catalog,ra_deg,dec_deg,z,M500c_Msun,M500c_method,R500c_Mpc
J0110.3+1938,MCXC-I,17.574999999999996,19.639722222222222,0.317,8.715e+13,X-ray_Lx_scaling,0.6045
J0110.9+3308,MCXC-I,17.742083333333333,33.14944444444444,0.0177,2.153e+13,X-ray_Lx_scaling,0.4205
J0111.6-3811,MCXC-I,17.902499999999996,-38.18666666666666,0.122,3.1240002e+13,X-ray_Lx_scaling,0.4604
J0111.7+3327,MCXC-I,17.924999999999997,33.45305555555556,0.1173,1.9696e+14,X-ray_Lx_scaling,0.8519
J0112.1+3927,MCXC-I,18.035833333333333,39.45444444444445,0.208,1.1127e+14,X-ray_Lx_scaling,0.6825
J0112.2+3302,MCXC-I,18.072083333333328,33.038333333333334,0.1249,1.4414001e+14,X-ray_Lx_scaling,0.7658
J0113.0+1531,MCXC-I,18.274166666666666,15.516944444444444,0.0442,7.449e+13,X-ray_Lx_scaling,0.6309
J0113.1+2828,MCXC-I,18.295833333333334,28.47111111111111,0.262,1.818e+14,X-ray_Lx_scaling,0.7883
J0113.9-3145,MCXC-I,18.475833333333334,-31.751944444444444,0.0191,1.144e+13,X-ray_Lx_scaling,0.3405
J0115.2+0019,MCXC-I,18.799999999999997,0.32999999999999996,0.045,1.24710004e+14,X-ray_Lx_scaling,0.7489
J0116.1-1555,MCXC-I,19.04916666666666,-15.923333333333332,0.0448,5e+13,X-ray_Lx_scaling,0.5523
J0116.6-0330,MCXC-I,19.165416666666665,-3.5030555555555556,0.081,4.075e+13,X-ray_Lx_scaling,0.5099
J0117.6-2238,MCXC-I,19.402499999999996,-22.636944444444445,0.207,9.901e+13,X-ray_Lx_scaling,0.6567
J0117.8-5455,MCXC-I,19.460416666666664,-54.92388888888889,0.251,4.5164e+14,X-ray_Lx_scaling,1.0719
J0118.1-2658,MCXC-I,19.546249999999997,-26.973055555555554,0.2275,4.6241004e+14,X-ray_Lx_scaling,1.0896
J0120.9-1351,MCXC-I,20.245416666666664,-13.858611111111111,0.0519,1.6737e+14,X-ray_Lx_scaling,0.8243
J0121.9+0021,MCXC-I,20.492916666666666,0.3575,0.1756,1.8755e+14,X-ray_Lx_scaling,0.8216
J0122.6-2832,MCXC-I,20.65,-28.534722222222225,0.256,1.4085e+14,X-ray_Lx_scaling,0.7256
J0122.9-1245,MCXC-I,20.72958333333333,-12.76388888888889,0.123,1.4366e+14,X-ray_Lx_scaling,0.7654
J0123.2+3327,MCXC-I,20.80083333333333,33.461111111111116,0.0146,3.624e+13,X-ray_Lx_scaling,0.5007
J0123.6+3315,MCXC-I,20.92083333333333,33.26111111111111,0.0164,6.106e+13,X-ray_Lx_scaling,0.5955
J0124.5+0400,MCXC-I,21.146249999999995,4.0136111111111115,0.316,8.423e+13,X-ray_Lx_scaling,0.5979
J0124.8+0932,MCXC-I,21.200416666666662,9.54138888888889,0.0079,2.6799998e+12,X-ray_Lx_scaling,0.2107
J0125.0+0841,MCXC-I,21.265833333333333,8.688055555555556,0.0491,1.7624e+14,X-ray_Lx_scaling,0.8393
J0125.4+0144,MCXC-I,21.352916666666665,1.7411111111111113,0.0181,3.697e+13,X-ray_Lx_scaling,0.5035
J0125.4+0145,MCXC-I,21.374583333333334,1.7627777777777778,0.0183,2.683e+13,X-ray_Lx_scaling,0.4525
J0125.6-0124,MCXC-I,21.419999999999998,-1.4072222222222222,0.018,3.9809997e+13,X-ray_Lx_scaling,0.5161
J0126.0-3758,MCXC-I,21.519166666666663,-37.97666666666667,0.081,9.159e+13,X-ray_Lx_scaling,0.668
J0126.9+1912,MCXC-I,21.72708333333333,19.211666666666666,0.0427,1.177e+13,X-ray_Lx_scaling,0.3413
J0127.2-1746,MCXC-I,21.807916666666664,-17.77138888888889,0.1459,1.9006e+14,X-ray_Lx_scaling,0.8337
J0128.6-4324,MCXC-I,22.153750000000002,-43.41583333333333,0.288,7.572e+13,X-ray_Lx_scaling,0.5831
J0131.7+0033,MCXC-I,22.926666666666666,0.5619444444444445,0.0798,8.236e+13,X-ray_Lx_scaling,0.645
J0131.8-1336,MCXC-I,22.97083333333333,-13.609444444444444,0.206,5.1051e+14,X-ray_Lx_scaling,1.1349
J0132.6-0804,MCXC-I,23.170416666666664,-8.072222222222223,0.1489,2.8084e+14,X-ray_Lx_scaling,0.9487
J0132.9-4259,MCXC-I,23.227499999999996,-42.99611111111111,0.0876,4.501e+13,X-ray_Lx_scaling,0.526
J0136.4-1811,MCXC-I,24.100833333333334,-18.199722222222224,0.251,5.0440004e+13,X-ray_Lx_scaling,0.5162
J0137.2-0912,MCXC-I,24.314166666666665,-9.202777777777778,0.0409,9.472e+13,X-ray_Lx_scaling,0.6842
J0137.4-1259,MCXC-I,24.371666666666666,-12.98611111111111,0.2143,2.6543e+14,X-ray_Lx_scaling,0.9099
J0137.9-1248,MCXC-I,24.485,-12.800277777777778,0.2108,3.03e+14,X-ray_Lx_scaling,0.9521
J0139.6+0119,MCXC-I,24.91458333333333,1.3241666666666667,0.255,8.3069994e+13,X-ray_Lx_scaling,0.6087
J0139.8+1810,MCXC-I,24.973749999999995,18.16861111111111,0.176,9.316e+13,X-ray_Lx_scaling,0.6506
J0141.5-3034,MCXC-I,25.384583333333328,-30.578333333333333,0.442,2.6968999e+14,X-ray_Lx_scaling,0.8396
J0142.0+2131,MCXC-I,25.51083333333333,21.521944444444443,0.2803,4.7601e+14,X-ray_Lx_scaling,1.0792
J0142.8+2025,MCXC-I,25.71083333333333,20.42027777777778,0.271,1.4658e+14,X-ray_Lx_scaling,0.7313
J0142.9+4438,MCXC-I,25.739166666666666,44.64416666666666,0.341,7.6441996e+14,X-ray_Lx_scaling,1.2354
J0144.4+0212,MCXC-I,26.12125,2.210277777777778,0.166,4.9439998e+13,X-ray_Lx_scaling,0.5286
J0144.6-2213,MCXC-I,26.174166666666665,-22.22861111111111,0.2781,3.6857e+14,X-ray_Lx_scaling,0.9918
J0145.0-5300,MCXC-I,26.259583333333328,-53.013888888888886,0.1168,2.888e+14,X-ray_Lx_scaling,0.968
J0145.2-6033,MCXC-I,26.31958333333333,-60.565,0.1805,4.3428e+14,X-ray_Lx_scaling,1.085
J0150.0-3927,MCXC-I,27.50708333333333,-39.45277777777778,0.373,1.5266e+14,X-ray_Lx_scaling,0.7134
J0150.7+3305,MCXC-I,27.687083333333334,33.09,0.0363,6.253e+13,X-ray_Lx_scaling,0.5966
J0152.5-2853,MCXC-I,28.141249999999996,-28.8925,0.413,7.9000004e+14,X-ray_Lx_scaling,1.21
J0152.6-1358,MCXC-I,28.172083333333333,-13.970277777777778,0.833,3.2223002e+14,X-ray_Lx_scaling,0.7629
J0152.7+0100,MCXC-I,28.181666666666665,1.0161111111111112,0.227,4.9285998e+14,X-ray_Lx_scaling,1.1133
J0152.7+3609,MCXC-I,28.194999999999997,36.15138888888889,0.0163,1.1891e+14,X-ray_Lx_scaling,0.7437
J0152.9+3732,MCXC-I,28.244999999999997,37.53527777777778,0.2993,4.4682e+14,X-ray_Lx_scaling,1.0493
J0152.9-1345,MCXC-I,28.24583333333333,-13.753333333333334,0.005,4.34e+12,X-ray_Lx_scaling,0.2476
J0153.5-0118,MCXC-I,28.38333333333333,-1.3122222222222222,0.2438,3.7602e+14,X-ray_Lx_scaling,1.0111
J0154.2-5937,MCXC-I,28.55208333333333,-59.62583333333333,0.36,1.412e+14,X-ray_Lx_scaling,0.6985
J0155.1+3355,MCXC-I,28.789583333333326,33.92222222222222,0.0872,1.9872e+14,X-ray_Lx_scaling,0.863
J0157.1+4120,MCXC-I,29.282499999999995,41.34,0.081,1.7753e+14,X-ray_Lx_scaling,0.8328
J0157.4-0550,MCXC-I,29.351249999999997,-5.84,0.1289,2.1808e+14,X-ray_Lx_scaling,0.8779
J0157.4+3213,MCXC-I,29.35708333333333,32.223888888888894,0.0894,1.4800001e+14,X-ray_Lx_scaling,0.7817
J0158.4-0146,MCXC-I,29.618333333333332,-1.7808333333333333,0.1632,2.2867e+14,X-ray_Lx_scaling,0.8815
J0159.3+0030,MCXC-I,29.825833333333332,0.5025,0.386,2.4175e+14,X-ray_Lx_scaling,0.8273
J0159.8-0850,MCXC-I,29.95583333333333,-8.83361111111111,0.405,9.1513e+14,X-ray_Lx_scaling,1.28
J0200.2+3126,MCXC-I,30.068749999999994,31.43638888888889,0.0168,2.848e+13,X-ray_Lx_scaling,0.4618
J0201.7-0212,MCXC-I,30.434166666666663,-2.2008333333333336,0.196,4.3137e+14,X-ray_Lx_scaling,1.0767
J0201.7+0344,MCXC-I,30.44958333333333,3.7486111111111113,0.165,1.24179995e+14,X-ray_Lx_scaling,0.7187
J0202.3-4447,MCXC-I,30.57833333333333,-44.79361111111111,0.0616,7.366e+13,X-ray_Lx_scaling,0.6251
J0202.3-0107,MCXC-I,30.58291666666666,-1.1202777777777777,0.0427,6.1769997e+13,X-ray_Lx_scaling,0.593
J0206.3+1511,MCXC-I,31.597499999999997,15.187777777777779,0.248,8.941e+13,X-ray_Lx_scaling,0.6254
J0206.4-1453,MCXC-I,31.624999999999996,-14.893888888888888,0.1529,2.6016e+14,X-ray_Lx_scaling,0.9235
J0206.8-1309,MCXC-I,31.707916666666666,-13.1525,0.321,1.7606e+14,X-ray_Lx_scaling,0.763
J0209.5+1946,MCXC-I,32.37958333333333,19.769444444444442,0.0657,1.3447e+14,X-ray_Lx_scaling,0.7629
J0209.8-5116,MCXC-I,32.47,-51.27194444444444,0.206,8.467e+13,X-ray_Lx_scaling,0.6235
J0210.2-3932,MCXC-I,32.55749999999999,-39.5475,0.168,3.0930001e+13,X-ray_Lx_scaling,0.4517
J0210.4-3929,MCXC-I,32.60666666666666,-39.49638888888889,0.165,3.685e+13,X-ray_Lx_scaling,0.4794
J0211.4-4017,MCXC-I,32.856249999999996,-40.28666666666666,0.1008,1.6478e+14,X-ray_Lx_scaling,0.8072
J0212.8-4707,MCXC-I,33.22458333333333,-47.132777777777775,0.115,2.0701e+14,X-ray_Lx_scaling,0.8668
J0214.2+5144,MCXC-I,33.5675,51.74666666666667,0.0489,1.4083e+14,X-ray_Lx_scaling,0.7789
J0214.6-0433,MCXC-I,33.67125,-4.5633333333333335,0.1393,1.7898001e+14,X-ray_Lx_scaling,0.8191
J0216.3-4816,MCXC-I,34.07958333333333,-48.27305555555555,0.1709,2.7225e+14,X-ray_Lx_scaling,0.9318
J0216.5-1747,MCXC-I,34.14041666666666,-17.790833333333335,0.578,2.1474e+14,X-ray_Lx_scaling,0.7376
J0216.7-4749,MCXC-I,34.176249999999996,-47.82333333333334,0.064,1.0075001e+14,X-ray_Lx_scaling,0.6933
J0217.2-5244,MCXC-I,34.302499999999995,-52.746944444444445,0.3432,6.8371e+14,X-ray_Lx_scaling,1.1893
J0220.9-3829,MCXC-I,35.23583333333333,-38.484722222222224,0.228,4.3319e+14,X-ray_Lx_scaling,1.066
J0221.1+1958,MCXC-I,35.28541666666666,19.973888888888887,0.45,2.6087e+14,X-ray_Lx_scaling,0.8278
J0223.4-0852,MCXC-I,35.86749999999999,-8.870000000000001,0.163,8.132e+13,X-ray_Lx_scaling,0.6246
J0225.1-2928,MCXC-I,36.293749999999996,-29.473888888888887,0.0604,1.1207e+14,X-ray_Lx_scaling,0.7192
J0225.9-4154,MCXC-I,36.47749999999999,-41.90972222222222,0.2195,5.2528e+14,X-ray_Lx_scaling,1.1402
J0227.2-2851,MCXC-I,36.802499999999995,-28.855,0.2138,2.2917e+14,X-ray_Lx_scaling,0.8666
J0228.1+2811,MCXC-I,37.04,28.194444444444446,0.0353,6.5960002e+13,X-ray_Lx_scaling,0.6075
J0228.2-1005,MCXC-I,37.05625,-10.095833333333333,0.149,7.1649995e+13,X-ray_Lx_scaling,0.6017
J0228.3+2325,MCXC-I,37.09416666666666,23.423055555555557,0.305,1.6671e+14,X-ray_Lx_scaling,0.7538
J0229.3-3332,MCXC-I,37.34291666666667,-33.53777777777778,0.0792,1.3623e+14,X-ray_Lx_scaling,0.7629
J0230.4+1836,MCXC-I,37.61083333333333,18.60611111111111,0.799,3.5043e+14,X-ray_Lx_scaling,0.7952
J0230.7-3305,MCXC-I,37.68125,-33.09861111111111,0.076,1.1414e+14,X-ray_Lx_scaling,0.72
J0231.7-0451,MCXC-I,37.947083333333325,-4.855833333333333,0.1843,2.7463e+14,X-ray_Lx_scaling,0.9301
J0231.9+0114,MCXC-I,37.98791666666666,1.2444444444444445,0.0221,2.351e+13,X-ray_Lx_scaling,0.4325
J0232.2-4420,MCXC-I,38.06999999999999,-44.347500000000004,0.2836,6.1319e+14,X-ray_Lx_scaling,1.1728
J0234.2-0356,MCXC-I,38.55541666666665,-3.9475000000000002,0.447,1.12129995e+14,X-ray_Lx_scaling,0.6255
J0236.6-1923,MCXC-I,39.1675,-19.386944444444445,0.0907,1.5047e+14,X-ray_Lx_scaling,0.7857
J0237.4-2630,MCXC-I,39.37166666666666,-26.504722222222224,0.2216,3.9543e+14,X-ray_Lx_scaling,1.0365
J0237.9-5224,MCXC-I,39.49833333333333,-52.41305555555555,0.136,1.2327e+14,X-ray_Lx_scaling,0.7241
J0239.8-2320,MCXC-I,39.96916666666666,-23.343055555555555,0.45,1.2985e+14,X-ray_Lx_scaling,0.656
J0241.3-2839,MCXC-I,40.33708333333333,-28.6575,0.2323,3.6504e+14,X-ray_Lx_scaling,1.0053
J0242.5-2132,MCXC-I,40.64958333333333,-21.540555555555557,0.314,5.0925e+14,X-ray_Lx_scaling,1.09
J0244.1-2611,MCXC-I,41.02625,-26.185277777777777,0.1362,2.1489e+14,X-ray_Lx_scaling,0.8714
J0245.2-4627,MCXC-I,41.302499999999995,-46.45388888888889,0.0868,1.0754e+14,X-ray_Lx_scaling,0.7034
J0245.7+0936,MCXC-I,41.440416666666664,9.61,0.147,1.2406e+14,X-ray_Lx_scaling,0.723
J0246.0+3653,MCXC-I,41.51083333333332,36.88777777777778,0.0488,1.6098e+14,X-ray_Lx_scaling,0.8145
J0248.0-0332,MCXC-I,42.008333333333326,-3.5375,0.1883,4.2465e+14,X-ray_Lx_scaling,1.074
J0248.2-0216,MCXC-I,42.067916666666655,-2.278888888888889,0.236,5.2314e+14,X-ray_Lx_scaling,1.1319
J0249.6-3111,MCXC-I,42.403749999999995,-31.18861111111111,0.023,4.4690003e+13,X-ray_Lx_scaling,0.5356
J0250.0+1907,MCXC-I,42.51499999999999,19.130833333333335,0.122,5.8539997e+13,X-ray_Lx_scaling,0.5676
J0250.2-2129,MCXC-I,42.571666666666665,-21.49888888888889,0.207,3.9964003e+14,X-ray_Lx_scaling,1.0456
J0251.2-2055,MCXC-I,42.82416666666666,-20.929444444444446,0.325,1.7897001e+14,X-ray_Lx_scaling,0.766
J0251.4-2456,MCXC-I,42.87,-24.949444444444445,0.1134,1.6735e+14,X-ray_Lx_scaling,0.8079
J0252.8-0116,MCXC-I,43.20583333333333,-1.2741666666666667,0.0235,4.664e+13,X-ray_Lx_scaling,0.5432
J0254.4+4134,MCXC-I,43.62291666666666,41.57166666666667,0.0172,1.8346e+14,X-ray_Lx_scaling,0.8591
J0255.8+0918,MCXC-I,43.96375,9.313333333333334,0.0258,3.249e+13,X-ray_Lx_scaling,0.4812
J0256.5+0006,MCXC-I,44.1375,0.10333333333333333,0.36,3.4519998e+14,X-ray_Lx_scaling,0.941
J0257.1-2326,MCXC-I,44.28833333333333,-23.435,0.5049,6.4762e+14,X-ray_Lx_scaling,1.097
J0257.6+0600,MCXC-I,44.412083333333335,6.006111111111111,0.0238,8.012e+13,X-ray_Lx_scaling,0.6505
J0257.6-2209,MCXC-I,44.42208333333333,-22.153888888888886,0.322,5.8788e+14,X-ray_Lx_scaling,1.14
J0257.8+1302,MCXC-I,44.457499999999996,13.049166666666666,0.0722,4.2452e+14,X-ray_Lx_scaling,1.1169
J0258.2-2105,MCXC-I,44.5625,-21.091388888888886,0.1226,1.5944e+14,X-ray_Lx_scaling,0.7926
J0258.7+0012,MCXC-I,44.69208333333333,0.21222222222222223,0.259,8.451e+13,X-ray_Lx_scaling,0.6113
J0258.9+1334,MCXC-I,44.73958333333333,13.579444444444444,0.0739,5.8488e+14,X-ray_Lx_scaling,1.2421
J0259.5+0013,MCXC-I,44.890833333333326,0.22916666666666669,0.194,1.1508e+14,X-ray_Lx_scaling,0.6936
J0300.7+4427,MCXC-I,45.1875,44.463055555555556,0.03,1.9253e+14,X-ray_Lx_scaling,0.8696
J0301.6+0155,MCXC-I,45.404999999999994,1.919722222222222,0.1712,4.0333e+14,X-ray_Lx_scaling,1.0621
J0301.8+3550,MCXC-I,45.45583333333333,35.835,0.0464,9.159e+13,X-ray_Lx_scaling,0.6754
J0302.3-0423,MCXC-I,45.58875,-4.39138888888889,0.35,5.5681e+14,X-ray_Lx_scaling,1.1078
J0303.3+0155,MCXC-I,45.837916666666665,1.9263888888888887,0.153,3.6105002e+14,X-ray_Lx_scaling,1.0301
J0303.7-7752,MCXC-I,45.94333333333333,-77.86916666666666,0.2742,5.1687002e+14,X-ray_Lx_scaling,1.1117
J0304.1-3656,MCXC-I,46.029999999999994,-36.94333333333333,0.2192,3.8438e+14,X-ray_Lx_scaling,1.0276
J0304.4-0702,MCXC-I,46.102916666666665,-7.036944444444444,0.135,6.618e+13,X-ray_Lx_scaling,0.5887
J0304.5+1527,MCXC-I,46.12583333333333,15.458333333333332,0.083,6.7610004e+13,X-ray_Lx_scaling,0.6033
J0305.3+1728,MCXC-I,46.32583333333333,17.473333333333333,0.4249,2.1915e+14,X-ray_Lx_scaling,0.7888
J0305.5+1710,MCXC-I,46.38208333333333,17.1675,0.4246,2.3904e+14,X-ray_Lx_scaling,0.812
J0306.4-0943,MCXC-I,46.619583333333324,-9.730555555555556,0.0342,2.893e+13,X-ray_Lx_scaling,0.4617
J0307.0-2840,MCXC-I,46.767083333333325,-28.670555555555556,0.2537,5.2090997e+14,X-ray_Lx_scaling,1.1231
J0307.0-0628,MCXC-I,46.76958333333333,-6.480833333333334,0.347,3.1062e+14,X-ray_Lx_scaling,0.9129
J0308.9+2645,MCXC-I,47.23333333333333,26.759722222222223,0.356,1.64e+15,X-ray_Lx_scaling,1.58
J0311.4-2653,MCXC-I,47.854166666666664,-26.899722222222223,0.0685,1.0004e+14,X-ray_Lx_scaling,0.6907
J0311.5+0714,MCXC-I,47.89916666666666,7.2380555555555555,0.142,1.8571e+14,X-ray_Lx_scaling,0.8284
J0313.3+2624,MCXC-I,48.34375,26.406666666666666,0.1649,2.0487e+14,X-ray_Lx_scaling,0.8493
J0313.6-3817,MCXC-I,48.408333333333324,-38.29861111111111,0.0833,1.0294e+14,X-ray_Lx_scaling,0.694
J0314.3-4525,MCXC-I,48.582499999999996,-45.424166666666665,0.0718,1.9792e+14,X-ray_Lx_scaling,0.8662
J0317.9-4414,MCXC-I,49.49374999999999,-44.23888888888889,0.0752,4.3948e+14,X-ray_Lx_scaling,1.1288
J0318.2-0301,MCXC-I,49.57291666666666,-3.0205555555555557,0.37,1.5161001e+14,X-ray_Lx_scaling,0.7125
J0318.5-0302,MCXC-I,49.639166666666654,-3.048888888888889,0.37,2.8422e+14,X-ray_Lx_scaling,0.8786
J0319.7+4130,MCXC-I,49.94666666666666,41.51305555555555,0.0179,6.1508005e+14,X-ray_Lx_scaling,1.2856
J0320.3-4259,MCXC-I,50.07541666666666,-42.98694444444445,0.158,8.694e+13,X-ray_Lx_scaling,0.6397
J0320.6-4311,MCXC-I,50.1575,-43.19777777777777,0.149,7.4449995e+13,X-ray_Lx_scaling,0.6094
J0321.9-5119,MCXC-I,50.48749999999999,-51.325833333333335,0.0696,9.545e+13,X-ray_Lx_scaling,0.6797
J0322.2-5310,MCXC-I,50.55291666666666,-53.17805555555555,0.0797,1.19659995e+14,X-ray_Lx_scaling,0.7305
J0322.3-4121,MCXC-I,50.57749999999999,-41.35944444444445,0.0643,1.4238e+14,X-ray_Lx_scaling,0.778
J0322.3-4918,MCXC-I,50.58541666666666,-49.31166666666666,0.067,3.708e+13,X-ray_Lx_scaling,0.4964
J0322.9-1338,MCXC-I,50.747499999999995,-13.6375,0.334,1.6041e+14,X-ray_Lx_scaling,0.7361
J0323.9-1916,MCXC-I,50.99791666666666,-19.27611111111111,0.332,2.0738001e+14,X-ray_Lx_scaling,0.8025
J0327.9+0233,MCXC-I,51.97708333333333,2.563055555555555,0.0302,2.3459998e+13,X-ray_Lx_scaling,0.4311
J0328.6-2140,MCXC-I,52.150416666666665,-21.66777777777778,0.59,2.7751e+14,X-ray_Lx_scaling,0.7996
J0328.6-5542,MCXC-I,52.15624999999999,-55.71277777777778,0.0853,2.4368e+14,X-ray_Lx_scaling,0.9243
J0329.6-0211,MCXC-I,52.42291666666666,-2.196111111111111,0.45,4.4622002e+14,X-ray_Lx_scaling,0.99
J0330.0-5235,MCXC-I,52.50291666666666,-52.596111111111114,0.0624,2.0786e+14,X-ray_Lx_scaling,0.8831
J0331.1-2100,MCXC-I,52.78041666666666,-21.003333333333334,0.188,4.0524003e+14,X-ray_Lx_scaling,1.0575
J0331.9-4524,MCXC-I,52.997499999999995,-45.406666666666666,0.0671,2.155e+13,X-ray_Lx_scaling,0.4142
J0332.2-2910,MCXC-I,53.05624999999999,-29.177500000000002,0.15,1.0869e+14,X-ray_Lx_scaling,0.6911
J0333.0-3913,MCXC-I,53.273333333333326,-39.23027777777778,0.245,4.682e+13,X-ray_Lx_scaling,0.5047
J0333.1-2456,MCXC-I,53.29249999999999,-24.94472222222222,0.475,2.4442001e+14,X-ray_Lx_scaling,0.8021
J0334.0-3900,MCXC-I,53.51541666666666,-39.01361111111111,0.0623,3.519e+13,X-ray_Lx_scaling,0.4885
J0334.9-5342,MCXC-I,53.73416666666666,-53.702222222222225,0.0619,9.157999e+13,X-ray_Lx_scaling,0.6721
J0336.3-4037,MCXC-I,54.07791666666666,-40.62222222222222,0.1729,4.2950002e+14,X-ray_Lx_scaling,1.0839
J0336.3-0347,MCXC-I,54.095,-3.7913888888888887,0.1595,3.0381998e+14,X-ray_Lx_scaling,0.9703
J0336.8-2804,MCXC-I,54.20583333333333,-28.08138888888889,0.105,1.0571001e+14,X-ray_Lx_scaling,0.6952
J0337.0-3949,MCXC-I,54.24999999999999,-39.82,0.103,1.6881e+14,X-ray_Lx_scaling,0.8131
J0337.7-2522,MCXC-I,54.43708333333333,-25.3775,0.585,1.038e+14,X-ray_Lx_scaling,0.5773
J0338.1-2256,MCXC-I,54.549166666666665,-22.94,0.173,6.947e+13,X-ray_Lx_scaling,0.5906
J0338.4-3526,MCXC-I,54.616249999999994,-35.44833333333333,0.0051,1.855e+13,X-ray_Lx_scaling,0.4017
J0338.6+0958,MCXC-I,54.669999999999995,9.974444444444444,0.0347,3.4496e+14,X-ray_Lx_scaling,1.0547
J0339.4-3313,MCXC-I,54.851249999999986,-33.219166666666666,0.269,1.7212e+14,X-ray_Lx_scaling,0.7721
J0340.1-5503,MCXC-I,55.03583333333333,-55.053888888888885,0.0464,6.987e+13,X-ray_Lx_scaling,0.6171
J0340.1-1835,MCXC-I,55.04749999999999,-18.5875,0.0056,5.68e+12,X-ray_Lx_scaling,0.2707
J0340.4-2840,MCXC-I,55.11333333333333,-28.672222222222224,0.068,9.209e+13,X-ray_Lx_scaling,0.672
J0340.6-0239,MCXC-I,55.17416666666666,-2.665833333333333,0.0352,7.946e+13,X-ray_Lx_scaling,0.6464
J0340.8-4542,MCXC-I,55.20541666666666,-45.70527777777778,0.0698,1.2015001e+14,X-ray_Lx_scaling,0.7339
J0340.8-2823,MCXC-I,55.214999999999996,-28.38611111111111,0.346,2.1352e+14,X-ray_Lx_scaling,0.806
J0341.2+1524,MCXC-I,55.32041666666667,15.4075,0.0311,1.1301e+14,X-ray_Lx_scaling,0.7279
J0341.9-4500,MCXC-I,55.48791666666666,-45.003055555555555,0.408,4.727e+13,X-ray_Lx_scaling,0.4761
J0342.8-5338,MCXC-I,55.72458333333333,-53.63527777777778,0.059,3.6513e+14,X-ray_Lx_scaling,1.0667
J0345.7-4112,MCXC-I,56.440416666666664,-41.2075,0.0603,1.26989994e+14,X-ray_Lx_scaling,0.7498
J0345.9-2416,MCXC-I,56.48333333333333,-24.280277777777776,0.1057,2.3970001e+14,X-ray_Lx_scaling,0.9131
J0346.1-5702,MCXC-I,56.53999999999999,-57.05,0.057,1.3469e+14,X-ray_Lx_scaling,0.7655
J0347.0-2900,MCXC-I,56.750833333333325,-29.003611111111113,0.1419,2.8018001e+14,X-ray_Lx_scaling,0.9502
J0348.1-1201,MCXC-I,57.03624999999999,-12.026111111111112,0.488,1.5331e+14,X-ray_Lx_scaling,0.6831
J0348.3-3328,MCXC-I,57.09333333333332,-33.475833333333334,0.165,1.9055e+14,X-ray_Lx_scaling,0.829
J0350.7-3801,MCXC-I,57.682916666666664,-38.02361111111111,0.363,2.1178e+14,X-ray_Lx_scaling,0.7986
J0351.1-8212,MCXC-I,57.78708333333333,-82.21666666666667,0.0613,2.1924e+14,X-ray_Lx_scaling,0.8992
J0351.6-3649,MCXC-I,57.90749999999999,-36.830555555555556,0.372,1.1117999e+14,X-ray_Lx_scaling,0.642
J0352.3-5453,MCXC-I,58.08624999999999,-54.88583333333333,0.0447,6.806e+13,X-ray_Lx_scaling,0.6121
J0352.4-7401,MCXC-I,58.12291666666666,-74.03083333333333,0.127,3.092e+14,X-ray_Lx_scaling,0.9869
J0352.9+1941,MCXC-I,58.24916666666666,19.689444444444444,0.1085,3.0843e+14,X-ray_Lx_scaling,0.9922
J0354.5-4233,MCXC-I,58.644166666666656,-42.55916666666666,0.224,1.03289996e+14,X-ray_Lx_scaling,0.662
J0354.5-3745,MCXC-I,58.647499999999994,-37.75555555555555,0.251,4.4584e+14,X-ray_Lx_scaling,1.0673
J0355.4-3634,MCXC-I,58.87458333333332,-36.5675,0.32,4.0532e+14,X-ray_Lx_scaling,1.0079
J0355.9-3741,MCXC-I,58.99708333333332,-37.69611111111111,0.473,2.7494e+14,X-ray_Lx_scaling,0.8349
J0358.9-2955,MCXC-I,59.72666666666666,-29.925555555555558,0.425,8.9001e+14,X-ray_Lx_scaling,1.2584
J0359.1-0320,MCXC-I,59.78833333333333,-3.341111111111111,0.122,2.1645e+14,X-ray_Lx_scaling,0.8778
J0404.6+1109,MCXC-I,61.15583333333332,11.165833333333333,0.3548,4.9889998e+14,X-ray_Lx_scaling,1.066
J0405.4-4100,MCXC-I,61.35124999999999,-41.00416666666667,0.686,2.5714e+14,X-ray_Lx_scaling,0.7502
J0406.7-7116,MCXC-I,61.690833333333316,-71.275,0.229,2.0420001e+14,X-ray_Lx_scaling,0.8293
J0408.2-3053,MCXC-I,62.0675,-30.894444444444446,0.06,1.5303e+14,X-ray_Lx_scaling,0.798
J0413.4+1028,MCXC-I,63.35666666666667,10.466944444444444,0.0882,6.424e+14,X-ray_Lx_scaling,1.2756
J0413.9-3805,MCXC-I,63.48791666666667,-38.1,0.0501,1.6249e+14,X-ray_Lx_scaling,0.8167
J0416.7-5525,MCXC-I,64.18708333333333,-55.41888888888889,0.365,1.21360005e+14,X-ray_Lx_scaling,0.6629
J0417.4-4512,MCXC-I,64.35749999999999,-45.20777777777778,0.213,1.6298e+14,X-ray_Lx_scaling,0.7737
J0417.5-1154,MCXC-I,64.39291666666665,-11.9075,0.443,2.21e+15,X-ray_Lx_scaling,1.69
J0419.6+0224,MCXC-I,64.9075,2.4138888888888888,0.0131,7.0310003e+13,X-ray_Lx_scaling,0.6248
J0420.1-3838,MCXC-I,65.02541666666666,-38.634166666666665,0.35,1.4331e+14,X-ray_Lx_scaling,0.7046
J0420.7-3841,MCXC-I,65.18624999999999,-38.69916666666666,0.225,7.1539995e+13,X-ray_Lx_scaling,0.5855
